user_i,tweet_id,user_j
twitter/1014060822341926912,twitter/1102174996137500673,twitter/1186979575
twitter/1014060822341926912,twitter/1102174996137500673,twitter/1186979575
twitter/1190393433644339200,twitter/1712583186109419550,twitter/848221767361482752
twitter/1190393433644339200,twitter/1712583186109419550,twitter/848221767361482752
twitter/1452733698164596741,twitter/1781330380613673067,twitter/1452733698164596741
twitter/1452733698164596741,twitter/1781330380613673067,twitter/1452733698164596741
twitter/1263039637590872066,twitter/1838968312673243633,twitter/44748523
twitter/1263039637590872066,twitter/1838968312673243633,twitter/44748523
twitter/1629035943054438400,twitter/1860606931548938422,twitter/1651202505127391233
twitter/1629035943054438400,twitter/1860606931548938422,twitter/1651202505127391233
twitter/140487956,twitter/1873837188166684688,twitter/500153925
twitter/140487956,twitter/1873837188166684688,twitter/500153925
twitter/1790910575750385664,twitter/1897336418424455220,twitter/1764858531134533632
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1788298379455279105
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1788298379455279105
twitter/1594486270557839365,twitter/1897336418424455220,twitter/1764858531134533632
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1790910575750385664
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1790910575750385664
twitter/1790910575750385664,twitter/1897336418424455220,twitter/1764858531134533632
twitter/1594486270557839365,twitter/1897336418424455220,twitter/1764858531134533632
twitter/1594486270557839365,twitter/1897336418424455220,twitter/1790910575750385664
twitter/1594486270557839365,twitter/1897336418424455220,twitter/1764858531134533632
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1788298379455279105
twitter/1764858531134533632,twitter/1897336418424455220,twitter/1790910575750385664
twitter/1588632865406738432,twitter/1900139091079090543,twitter/993199663
twitter/1588632865406738432,twitter/1900139091079090543,twitter/993199663
