tweet_id,tweet_text
1827031813778182587,A 16yr old Australian citizen born to SouthSudanese parents has now run 100meters in 10.2seconds.  To show you how fast he is: Paris olympics 100m winning time for men 9.79 and women 10.72.  This 16year old black boy is called Gout Gout. Watch out for him. https://t.co/O6wM2XNGOL
1827083897374699781,"@YourMommAngel @ImNotCharity @TiborFuto @k1llacourt @jk_rowling @SwipeWright 1/ Where and when did they say that? What exactly did they say?  The IOC have not sex tested athletes in over 20 years. Instead they have deferred to individual sporting bodies to ensure eligibility. For the purposes of the 2024 Paris Olympics, there is no..."
1827289501888057562,"Moroccan-Dutch footballer tweeted 'From the river to the Sea, Palestine will be free' in the early stages of Israel's genocidal war on Gaza. His club fired him for the tweet. He sued for wrongful termination and won. Now he donates a large sum from the settlement for Gaza. 👇👇"
1827328037009973759,"4 days before my son Joseph got a brain hemorrhage that ended his life, Joseph bought our @TorinoFC_1906 Season tickets for 2024/25 SerieA - I will go the Curva Maratona this weekend without him but he will be in the Maratona in spirit, his favourite football place. #ForzaToro... https://t.co/eRXDjcrxvt"
1827409056211898646,"Imagine having never played in a middle school football game, or high school, or college, or NFL, and then showing up right before the Super Bowl expecting to be given the starting quarterback position. That’s what Jill Stein does every four years when she runs for president."
1827428490754363630,"What a legend - three weeks after his gold medal in Paris, Paul O'Donovan of @RowingIreland is back with another gold medal, this time in the lightweight men's single sculls. Is he Ireland's greatest ever athlete?  #WRCHStCatharines #WorldRowingChamps https://t.co/wlRILZ31qp"
1827805569740423260,"🗣️: ""Peaked out for the Olympics, which I have no regrets about. This might be the last one of the season. That was pretty rough.""  Paris Olympics 5k and 10k bronze medalist Grant Fisher was very open after having a tough showing in the men's 3k in Silesia where he finished 15th. https://t.co/x6roWKnQG3"
1828195826591478262,@MitchellPe43263 @BoilerBurner1 @MarkDen51212046 @MarchMadnessMBB @KentuckyMBB @UConnMBB @DukeMBB @BoilerBall @KUHoops @UNC_Basketball @IlliniMBB @IndianaMBB @CycloneMBB @RazorbackMBB Iu fans have never seen a sweet 16 win lmao pipe down little bro
1828357151951061202,"The accolades keep pouring in for Arshad Nadeem, our Paris Olympics gold medalist! Indus Motors gifts him a brand-new car. The Sindh government has issued a special license plate, ANO 9297, reflecting his legendary throw and his title—Arshad Nadeem, Olympian!  #ArshadNadeem https://t.co/2F4PiSqIFB"
1828369587517149369,Round Two  FULL HOUSE 🍾🍾🍾 That year is one of my favourites ❤️ Geek alert. I know Bruce Dickinson was not far from making the GB Olympic fencing squad at one stage.  Actress Geena Davis was also near to archery team for the yanks 3/10 So many Strait up classics    #Popmaster
1828777326420832323,@sabriprovenzani @aleryon__ @KatyMontgomerie If there's an issue this can be evaluated before the Olympics start and applied to all women at the event. Not how it's being pushed now. As something particular on a particular person. It's most unfair to all women. Because then it can be applied to any woman at the mob's whim
1828779805296525412,"The results are in! 🥁 You voted for your favourite Paris 2024 moment that embodied the Olympic spirit. 🤩  Canadian gymnast and four-time Olympian, Ellie Black won your vote for her support for other gymnasts. 🎉  #Olympics | @EllieBlack_ | @TeamCanada | @gymnastics https://t.co/8xkfKZ7yWc"
1828861373226336692,"Nous y sommes ! Coup d'envoi des Jeux Paralympiques #Paris2024. 🇫🇷  Soyons au rendez-vous pour porter, avec ferveur et fierté, nos 237 para-athlètes français vers les sommets ! Et soutenir le projet d’une France plus inclusive pour toutes les personnes porteuses de handicap ! https://t.co/WwAoYzGFvX"
1828863602042007654,The #ParisParalympics start tonight!  Three Missourians are representing @TeamUSA and I hope everyone across the state will join me in cheering them on. @paralympics @Olympics #Paralympics #Paris2024
1828919305020354967,@PaulKearney65 @adam_stillfedup If an athlete wins back to back Olympic golds and receives less coverage than an athlete who doesn't medal to me that is unfair and shows a bias. If an athlete is celebrated not on merit but for identity that is wrong. Facts aren't snide.
1829366541256683791,"""February: """"I miss college football"""" March: """"I miss college football"""" April: """"I miss college football"""" May: """"I miss college football"""" June: """"I miss college football"""" July: """"I miss college football"""" Late August: """"How the F*ck do you leave him wide the f*ck open?! F*ck this sh*t."""""""
1829556911207059473,@stfukarran Less eyeballs compared to Olympics... less pressure on paraathletes.. they hav already suffered a lot in their lives.. there is absolutely nothing to lose.. there won't be no criticism on them even if they perform badly... as we sympathize on them for their hardships..
1829803714929967532,"Kudos to this young warrior from Muzaffarnagar to be the first Indian to get a medal, a bronze at the Paralympics. Let's celebrate her achievement which is no less than any by an able bodied athlete infact a much greater achievement.  Preeti Pal  https://t.co/TCREXjgxcP"
1830636431381029163,"@Adam20073132780 @AbiyAhmedAli @BillGates @gatesfoundation Once an area is designated for GMOs, it becomes permanently contaminated and cannot support non-GMO Cross. Farmers will then be forced to buy seeds from Gates. Abiy is a foolish man."
1830714987075035282,"Two years back, Who thought one of the richest man @BillGates on planet would be standing in the middle of farm with @AbiyAhmedAli  to discuss Ethiopia’s potential on agriculture? …. Certainly, the discourse is not aids but how to maximize the ongoing productivity.. https://t.co/4rweboGLRo"
1830863051744256089,"𝙈𝙚𝙙𝙖𝙡𝙨 𝙈𝙤𝙣𝙙𝙖𝙮! 🥇🥈🥉  What a historic day we had at the Paris Paralympics yesterday. Indians, across various sports, won 8 medals, including 2 golds, 3 silvers, and 3 bronzes.  Congratulations to all the winners who flew the Indian flag high, making it the most memorable day ever for India at the Paralympics.  #Paralympics"
1831379515777679851,Olympic gold medalist Rai Benjamin — a #Giants superfan — brought his hardware to practice today https://t.co/7hjD4N6xNK
1831461009258885274,"@xskinn She did it in a WR🥇. Yes. How you go from near death with a severe head injury to learning to walk again &amp; then becoming a swimming champion in 3 yrs is really a miracle. Huge personality too, despite her challenges."
1831881791126565327,"@wyndovelh @UgaAthletics2 @mtnug @NBSportUg @NCSUganda1 @Paris2024 @Olympics @WorldAthletics @UgandaPrisons @Nike @francis_isano It is Lori. It's beyond what I can express, and it is only getting worse. Male violence and domestic violence is on the rise all over the old RN and it is starting younger and younger. My hometown of Melbourne is currently under siege with teens W/ machetes. I don't know anymore."
1833207062274449776,C'est terminé la phryge 🏅 vient de quitter la Gare Montparnasse !  Les Jeux de @Paris2024 sont terminés et nous sommes déjà nostalgique de cette période incroyable. Merci aux nombreux volontaires pour leurs présences en Gare au service de tous 👋🏻 ! https://t.co/47xQcHeDyP
1834108214960390495,@crazyfrankiemad @SkyNewsAust I’m sure you committed a few war crimes eh? Or you would have but were too low in the order to get away with it.   I’ve lived in a war zone and I’ve seen what atrocities are committed on civilians by military. I am not impressed by your lil medals there champ.
1834122400750879164,@cannes_michel @davidlisnard @EricPAUGET1 @Gone691 @AlexiaOd06 @gillesroux06 @lequipedusoir @claireflorimond @lequipe @aldocannes @ReneTombarel @de_perrier @AnfossoCeline @StephaneMtzs @le_Parisien @DD75007 @Paris2024 @EwanjeEpee @scaristan Ma filleule et nièce @claireflorimond bossait avec lui  @lachainelequipe elle est sous le choc
1834185906707698120,"The National Youth Games kicks off today!  Predict your state's final position and medal count and win N10,000.  Drop your prediction under this tweet.  To be eligible, you must follow us on X and subscribe to our WhatsApp channel: https://t.co/f6h8JVGFYc  #NYG2024 #Asaba2024 https://t.co/7mB45cRZe7"
1834871742797373464,"@write2Swag Thought I should have him sign it but forgot and had him sign RG20 Celebration instead. Wishing I could go back but also thankful I was there to see him and Carlo olympics this year. Rafa is washed sadly, don’t think he can recover the movement, game is fine but movement is shot"
1835996800781533605,@JoshStrifeHayes @tarellion If I told you that throughout my life I’ve spent maybe 1600 hours swimming would that not make me a relative novice at swimming? For a game that’s been out for 3 years it’s not exactly a lot of hours everything is relative
1838160099681902823,"@vishalmalavya @sanjeevsinghx Why is Ahmedabad hosting the Olympics and not Haryana, where they actually win medals?   Must be because Mr. Fenku's top skill is talking big and doing little...And if Gujarat has all this surplus money, why is it still taking funds from the central government? #selfgoalgujju"
1838591511463666138,"@asforfootball Well said. When I go to the games &amp; follow Army sports, despite the fact I never attended WP, they are all athletes to me. I rarely think of them as future soldiers, really, if I am honest. I love Army sports because it's as pure as it gets in today's world. The love of the game."
1838814012345028626,"Examples please.  I’m sure men would complain about my basketball uniform and Nikes as not being feminine enough.   Why do you think little girls have to wear leotards when they do gymnastics or ballet?   And if men are going to stare at your butt anyways, should you might as well show it off or hide it?   These are just things to talk about.  😉"
1839536104745185493,"@VictoryVoicePod @theeluvvbelow Yes. Yes she is, and a well decorated and celebrated Olympic athlete who has proved herself on the world stage, time and time and time again. That's the point here. Her resume is full of deserved accomplishments over years, not a Rookie statline. And there will be no Ledecky hate"
1839675958686560628,"@Paris2024 @MyEDF @EU_Social @EU_EESC @IDA_CRPD_Forum @BlindUnion @EURightsAgency @IBSABlindSports @Paralympics @ENIL_EU @visionsportsirl @ONCE_oficial, @DBSV, @cfpsaa, @UICIesteri, @RNIB, @Vision_Irl, @synskadade, @NKLry, @CBU_HSS, @unia_a, @Savez_slijepih, @pimedateliit, @LASS_Lithuania, @SSlepihSrbije, @liguebraille"
1839704320792789429,"@fem_mb It's 2024. We're post Paris Olympics. He should know better &amp; if he doesn't, it's because he doesn't care.  Honestly, I don't buy the ""nice guy"" story. How many ""nice guys"" end up being abusive rapists? Just because someone is ""nice"" on the outside, doesn't mean he's good people."
1839739426106421365,@mythogenessis @theeluvvbelow That’s great. It’s just not really at the level of the others in the group. It’s great but she should be on the list with magic and bird in their rookie seasons. Not with the best female tennis player of all time. Not with Ledecy most golds of female Olympic athletes.
1840157490589380705,Who deserves more to get into the Basketball Hall of Fame? 👀  Rudy Gobert: 🔸3x All-Star 🔸4x DPOY 🔸2x Silver Medals at the Olympics  Derrick Rose: 🔸2011 NBA MVP 🔸3x All-Star 🔸2009 ROY  John Wall: 🔸5x All-Star 🔸2014 Slam Dunk Champion https://t.co/eaCxp0xGnm
1840263551610470498,"@GrayM0untain @NachoDaddio While that was an extremely disappointing part of the Olympics this year, it wasn’t the athletes fault and there were many special moments of athletic achievement that can be celebrated. Pretty sure the ceremonies will look different in Utah."
1840333980689743969,"@Lucas51192 @_markpetchey Comparing not taking a vaccine during a global bandemic to accidental doping because of contamination is insane lmao. If Mental Gymnastics was an Olympic discipline, you'd have as many medals as Michael Phelps"
1840586214409162785,"I was just with a crew (prominently men) who were watching the Bills-Ravens game…  My former teammate and I were watching my sis’ #WNBA playoff game on my phone on the side, until the guys flipped the channel (during commercial break) to my sis’ game.  All I can say is that channel never flipped back to the football game… And I hear 12+ men scream at the TV “LFGGGGG!!!!” when Alyssa Thomas sinks a huge shot to seal it.  THIS^^ 🥲"
1840670864192512140,"EJ OBIENA has seamlessly emerged as our ULTIMATE OLYMPIAN! He may not have won Olympic🥇 medals yet, but he embodies, both in his field and the way he maturely manages his human relations with integrity &amp; independence, everything our folks should look up to in a ROLE MODEL 🇵🇭✊"
1840989020521971924,Volleyball is a team sport in which two teams of six players are separated by a net. Each team tries to score points by grounding a ball on the other team's court under organized rules.[1] It has been a part of the official program of the Summer Olympic Games since Tokyo 1964.
1841114535870013950,"@TRUMP_ARMY_ @elonmusk do you not hear the subliminal? think about what happened recently with the Olympics and Imane Khelif. sorry, but couldn’t help but feel the hairs stand on my body as he said this. He’s clearly making a mark at her case and how everyone said it was a “man in women’s sports”."
1841191758929035614,@Giosomethingidk @dejuice36 @Newgodflow11 @HimuraShintaX @KingJames @Lakers @cavs @MiamiHEAT @NBA @FIBA @Hoophall @Nike @nikebasketball @Converse 2014 was not a super team lol. Wade was so ass and the role players were garbage most out of the league within a few short seasons after.  2015 Matthew dellavadova Timofey mozgof and James jones all got big minutes in the nba finals. Yes the Cavs were outmatched
1841235912887345624,LETS GOOOO. University of Wyoming is the third school to forfeit their match against SJSU because they have a man on their women's team   This is the way. Do not comply. Major kudos to @WYO_Volleyball @BroncoSportsVB @SUUVolleyball 👏🏼👏🏼👏🏼 https://t.co/xhmh9SxS4k
1841439702932496723,"Fourthly, support packages. Municipalities must appoint credible water service providers to assist in water service within the next three months in the meanwhile. The ringfencing of water services infrastructure budget.  All business plans must be concluded for funding through"
1841671391487393930,"@HILARlO @rumbai72 @ardisatriawan Olimpiade itu di satu kota kok lokasinya. Di Paris kemaren, ada lokasi yang di Tahiti itu dikarenakan kondisi laut dianggap ombak di laut sekitar kota Paris dianggap kurang ideal buat cabor surfing, makanya mereka pindahin lokasinya ke Tahiti. Dan ini cuma satu satunya cabor yg"
1841744625695944714,"02.10.2024🇹🇷Fenerbahçe - Besiktas women's basketball match played in Istanbul was stopped due to items thrown on the field, the police intervened with the Fenerbahçe fans and the atmosphere became tense, the hall was evacuated and the match was postponed, it will be played https://t.co/7nfpnvb0Oc"
1841901873827123363,"@Olympics @Paralympics These talented athletes had the opportunity to meet with senior civilian and military leaders, recognizing their outstanding achievements on the world stage.  They're great examples of what it means to #BeAllYouCanBe!  3/3"
1842220383413436798,"#WATCH | Greater Noida, UP: On being named director for Delhi franchise of Hockey India League, former Indian hockey player and Paris Olympics bronze medallist PR Sreejesh says, ""It's a new designation. I think the job doesn't change...For me, it looks quite easy because Mahesh https://t.co/rHWb24CbUS"
1842391513252127194,@DVT8008 @ShinomoriAoshiX @KingJames @Lakers @NBA @cavs @MiamiHEAT @Nike @Hoophall @nikebasketball @FIBA @Converse And to counter ur point if bron can js make easy layups since he’s a layup merchant woudnt it be easier to just take the layup instead if the middy bc it’s still just two points 😭
1842713637229654108,@MythNix @ShinomoriAoshiX @KingJames @Lakers @NBA @cavs @MiamiHEAT @Nike @Hoophall @nikebasketball @FIBA @Converse Out of 82 games in the season that’s a lil under 2 attempts a game I’d say that’s a pretty fair sample size otherwise you get to end of the bench guys or guys who literally got called up once do to injury
1843577083127103769,🏆👀 We're delighted to announce seven wildcard entrants from @bballengland and @basketballscot competitions to the SLB Cup!  👇 Click below to read more about the NBL and SBC teams who will be joining the Cup on our website.   #BritishBasketball
1843962881592987989,@Hattusilis_III @fredserval @Volko26 @LetsPlayHistory @akochowi Most games you aren’t given a replica medal for being a good Nazi leader.  And most publishers have tried to minimize that fetishism over the last several years because is very real still today.
1844092822544326866,@MythNix @HimuraShintaX @Hoophall @Nike @nikebasketball @Converse @chicagobulls @MiamiHEAT @cavs @FIBA @Lakers @WashWizards if you think he dont suppose to be in the finals against those teams then thats just saying you think his comp in the east was wack .
1844106187857633738,@Vickicooper29 @JasonManford He is i met him 10 years ago in dudley so it was worth waiting for not gonna leave it so long next time lol 😆 I'm always tweeting him 🤦🏼‍♀️🤣 he looks so fit! Padel tennis is a must I need to try it x
1844638300637655320,@FCB_Warijit @ata_match_views Phelps' medal tally is also down to the fact that there's so many swimming events at the Olympics. Personally I always add more footballers in this top atheletes or whatever lists bc it's the most played sports and thereby toughest to make it at the absolute top level
1844709163315728809,@ManishM1415915 Exactly! DSP job is mainly given after you win Gold at Asiads or a medal at world championship. It took kusale an Olympic medal to be promoted to a gazetted post. Non cricket athletes literally shove their ass just to have a stable life.Siraj has been earning in crores since 2017
1844791250886467946,"Ok Tim, I guess now would be a good time to drop my October surprise. You remember him right? The real reason you walked away from teaching? The kid who spent the night at your home? the one you went to the gay bar with? The reason the school board had a meeting about you? What do you think Tim, should I drop that now? Or should I wait another week or so? You know, the student you were having sex with, the male student you were having sex with? They didn't call you Touchdown Timmy because you were the football coach, oh wait, you lied about that also. You were the assistant coach. What do you think Tim? You remember the Indigo Girls concert, right? The gay bar, spending the night and of course the school board meeting. Think it is time Tim? TOUCHDOWN TIMMY. You were Touchy alright."
1844865438561300497,"@maybe_caroline @GrageDustin @xx_xyathletics It’s not a lie, mentally ill men are dominating some women’s sports thankfully that boxers gold medal was just taken back and he was kicked out but it is happening just wondering why the ad is just now comin out"
1845925862870602215,"@ToddNic64758773 @ShinomoriAoshiX @Jumpman23 @NBA @chicagobulls @FIBA @Nike @nikebasketball @WashWizards @Hoophall @Converse @nyknicks He would send Ewing to the hospital, those are players with rings, both 100x greater than shitty Ewing"
1846418308431568907,@boolou2020 @JDaltonRH @RyanPfenninger @tonykatz @Olympics You mean the place where women are less than men?  Is that what a cry closet is?     Such a strange weirdo you are.  Fairly traditional Hoosier though. Simple minded and never amounted to much.   That’s kinda life for y’all over there on the right though.
1846544495698940238,"The EFF’s Statement Following Referral of Gayton McKenzie to Ethics Committee for Misuse of Taxpayer Money, and Dishonesty Regarding His Attendance  of Paris Olympic Games  - McKenzie has now further tied himself to proof that he is not paying attention to the work of his https://t.co/RTMxnsC2zo"
1847366504834355410,"@Desgg94 @WUTangKids The mental gymnastics it takes to make that jump would eliminate @Simone_Biles from winning the gold. The fact, I know I can improve Democracy and our country by improving The Constitution which has happened 27 times doesn't mean I hate it, it means I like it and want to make it"
1847752198794727816,"@by4aall @tasneem_ri58417 @Pro20Xx @KreekCraft @Medal_TV Additional points  1: player count doesn't make a game better than another  2: it's stupid to compare a fashion game with a mystery/horror puzzle game  3: two legends can coexist, I'm not particularly a fan of DTI but both games are high quality and have visually stunning sets"
1847790317887774822,@BenjaminBerdugo @TennisLegende Djoko vient d'un pays en guerre sans une vraie fédé de tennis autour de lui et tous les avantages que ça implique et ça l'a pas empêché de jouer Nadal a Roland Garros même dans ses années faibles alors qu'il était encore bâti comme un curdent.
1847992672197165138,"@ThePantherKnows @ConstanceProse @nypost And that explains the rise in NWSL rating, correct?   “10 years ago, it all would’ve been different if CC had played in the 2024 Olympics”.  Think about how stupid that statement will be in 10 years."
1848454305126154242,"Running is one of the most accessible sports in the world that's celebrated on a global stage during the Olympics, yet it's almost impossible to make a professional career from it.  My goal with @ATHLOS: create an infrastructure that helps these athletes find more pathways to https://t.co/2jVrxZ6XFH"
1848628537420304727,"I never knew Laurel Hubbard hit an elderly couple's car, put the man in hospital &amp; caused him to need spinal surgery, got a fraction of the usual driving ban, AND the court protected him from the media to help him steal a woman's place at the Olympics. https://t.co/r38AseSUgf"
1848772598445818361,"2024 was a spectacular one: long waited Olympic Gold and home tie win to secure place in Davis Cup 2025 World Group! Hopefully more of the same in new season!  Dogodine, nadam se - druga Salatara! Da naša zemlja bude opet prvak sveta! 🇷🇸❤️🏆  #NoleFam #Djokovic https://t.co/L3vpynwjG7"
1848806247925223871,"On this day in October 2013,  a brand new teacher, Colleen Elizabeth Ritzer stepped out of her class to use the restroom but was followed by one of her 14-year-old students.  Inside the restroom, Philip Chism stabbed the young math teacher in the neck and head, slit her throat with a boxcutter and had sex with her corpse.  Chism then used a recycling bin to haul Colleen's body out of the school and into nearby woods, where he posed with the corpse in a sexual position sending his friends pictures of the mutilated young woman's lifeless body.  Collen will never experience her own children, growing old with someone she loves, all because of the demon pictured below.  Chism spends his days exercising, eating 3 meals a day, and watching TV while chatting with friends and surfing the net. He hopes to be released from prison before he's 40."
1848862648357818874,@Denise13F @Basil_TGMD @Olympics Perfectly put 🙌👍  Absolutely spot on. Also does everyone realise the one thing in common here. Even on the board of the Olympics? Keir Starmer. His best man was on that board that allowed this. It’s the left and His group of weird communist lefties creating this upside down
1849120474426667112,@Dhruv_Kr09 @Jai_hoho_ @mshahi0024 @the_mini_God Railways-everyday accidents Expressways- clearly u dont drive and hav never been outside India to knw wht an expressway is.  Airports - Adani  Road transportation? Arbitrary digression like all bhakths Sports Culture - LOL 1.4 Bil people and how many olympic medals. Gobar Bhakth!
1849395757486379096,@Paris2024 @Paralympics and to show Paralympians in action instead of allowing news headlines to be our only source of exposure to once-in-a-lifetime performances—I have done my best to showcase every single competitor doing what they love: sports.
1849889856752873805,@broadcast_sport @MJGold @Olympics @Paris2024 @BBCSport Michael Johnson gets my vote. One of the quality gems in a poor BBC offering of the Paris Olympics
1850330602827829551,@DaveSchwartzSC @_joshsiegel_ Might want to check with Cardinal fans about a certain call in the 1985 world series.  Are you also familiar with the 1972 Olympic gold medal basketball game between the US and Russia?
1850488902349426855,"🫴 The Indian team won seven medals including two ⏩ ⏩gold, one silver and four bronze medals at the Junior  📛World Wushu Championship in Bandar Seri Begawan,  📛Brunei.  India's Aryan won the gold medal by defeating  ⏰China's Gong Huanran in the 48 kg weight category  of"
1850602385858576649,"Twice a year I get my Olympic watch collection out to change from Central European Summer Time to Central European Time and back. Today is the day again after we ""gained"" an hour last night. Brings back a lot of memories about the different Olympic and Youth Olympic Games these https://t.co/FIFtFUr0XA"
1850692711613120977,@johnpavlovitz @TMtfromcc MAGA hate  Blacks Cat owners Dems Detroit / Philly Disabled / Children Evangelicals 4 Harris Immigrants Indigenous Jews LGBQ+ Mexicans Military Non-Parents Olympic athletes Post menopause Puerto Rico Republicans Pence / Haley / McCain Teachers Unions White dudes 4 Harris Women
1850808766477861126,"@AllKindsOfTruth @elizacarthy @Women___Exist @tinternetqueen @NikkiBabb4 @WEP_UK Democrats legally allow men to violate women's privacy and dignity, to humiliate women.  Democrats put rapists to women's jails where they rape women again.  Democrats push men to women's sport where men steal women's medals. ⤵️"
1850944777002594332,"Colleges have started to eliminate hundreds of Olympic roster spots as a result of new limits, athletes tell @YahooSports.  Recruits with offers rescinded &amp; existing athletes who were cut are mobilizing to file a pivotal objection to the NCAA's settlement https://t.co/1BSjNRzz6l"
1850953371693564074,"Delighted to have joined The Royal Canadian Geographical Society @RCGS_SGRC in @ottawacity for the presentation of the King Charles III Coronation Medals. We honoured remarkable Canadians for their achievements in various fields, including science, the arts, education, https://t.co/JHDsMiemjL"
1851595009197310435,"$ONON has been on a tear this year, up over 100% over the last year, on the back of their revenue growth and great marketing during the 2024 Paris Olympics, as their shoes were worn by many notable athletes. They were also backed by Roger Federer and signed Zendaya to be their https://t.co/EKRwymYBYL"
1867243766605828401,"Plastic recycling is a “dead-end street.'  That quote…unbelievably…is from @Greenpeace.  In my new video, we debunk the recycling religion. https://t.co/loe7F7gS2L"
1875482567282946401,"Biden to present Hillary Clinton, George Soros and 17 others the Presidential Medal of Freedom https://t.co/EJ0X7n7aQ3 https://t.co/BiqdTMWgJI"
1875585615657627768,President Biden has reached the apogee of irony with his plan to award Hillary Clinton the Presidential Medal of Freedom. It was Hillary Clinton who pressed the EU to force the censorship of American citizens and whose campaign funded the Steele dossier... https://t.co/BumoejXK2a
1876379593822928898,Rudy Giuliani was just held in contempt of court. They are trying to bankrupt a man for questioning the 2020 election. And the woman who pulled out ballots from a duffel bag in Georgia in 2020 is going to try to get all of this money after Joe Biden gave her the presidential medal of freedom.  The level of Orwellian is hard to really grasp.
1886630580596695519,"Crockett: I am tired of the white tears. Listen, if you are competent, you are not concerned. When you look and you compare me to Marjorie Taylor Greene or me to Lauren Boebert, there is no comparison. And that is the life that we have always lived. So the only people that are crying are the mediocre white boys that have been beaten out by people that historically have had to work so, so much harder"
1893537617712464291,"@SuperWahsum @BYUMBB @Big12Conference I don’t have a rooting interest here. The officials were certainly not perfect but an intelligent @BYUMBB basketball fan would’ve said, “Fran, you’re probably right about that one.”  No disrespect intended. 😉🏀"
1897464313238913366,"Voters say @realDonaldTrump’s speech gave them hope, but one side of the room missed out. Trump said Democrats will never change and last night, they proved him right. @RepAlGreen was screaming and shaking his cane — and he says he’d do it again. All night, Democrats didn’t clap for: catching terrorists, bringing hostages home, destroying the cartels, planting the American flag on Mars, or when Trump announced he was putting a Democrat in charge of ending autism. Democrats used to say they were “for the children,” but they showed zero emotion when Trump invited a girl who was partially paralyzed after a boy spiked a volleyball in her face. They just sat still and seethed when Trump made a 13-year-old cancer survivor an honorary @SecretService agent. Trump gave Democrats a lot of reasons to clap last night. The only time they did  — was to send your money to an unwinnable war on another continent."
1899837790482751523,At the heart of #OlympicAgenda is putting athletes first. The IOC's support of athletes includes:  🤝 Athlete development programmes 🧑‍💻 Training &amp; opportunities for careers beyond sport 🥇 Reallocating medals to ensure clean athletes are recognised    https://t.co/MkMGrPhD4i https://t.co/UdaiF4TflM
